time,location,lat,lon,aqi,pm2_5,pm10,no2,o3,so2,nh3,temp,humidity,wind
2026-05-10 18:42:53.819537,Connaught Place,28.6315,77.2167,173,173,114,1.7,11.5,7,0,30.06,51,2.57
2026-05-10 18:42:54.487695,Karol Bagh,28.6517,77.1907,173,173,114,1.7,11.5,7,0,29.97,51,2.57
2026-05-10 18:42:55.150874,Chandni Chowk,28.6562,77.23,144,144,76,17.4,9.5,14.9,0,30.01,51,2.57
2026-05-10 18:42:55.840814,Dwarka,28.5921,77.046,151,151,107,37.8,9.7,6.9,0,30.1,51,2.57
2026-05-10 18:42:56.515169,Saket,28.5245,77.2066,153,153,103,15,13.3,6.5,0,29.98,51,2.57
2026-05-10 18:42:57.185228,Rohini,28.736,77.12,156,156,102,11.4,10.8,4.7,0,30.06,51,2.57
2026-05-10 18:42:57.854309,Lajpat Nagar,28.5672,77.2433,139,139,109,25.5,12.5,3.7,0,30.08,51,2.57
2026-05-10 18:42:58.522116,Mayur Vihar,28.6034,77.29,132,132,100,7.7,14.5,5,0,30.14,51,2.57
2026-05-10 18:42:59.192071,Vasant Kunj,28.527,77.15,153,153,103,15,13.3,6.5,0,29.72,51,2.57
2026-05-10 18:42:59.857681,Delhi University,28.6863,77.209,151,151,90,12,11.8,8.2,0,30.07,51,2.57
2026-05-10 19:51:05.677147,Connaught Place,28.6315,77.2167,172,172,104,1,12.3,8.2,0,30.06,51,2.57
2026-05-10 19:51:06.320035,Karol Bagh,28.6517,77.1907,172,172,104,1,12.3,8.2,0,29.97,51,2.57
2026-05-10 19:51:06.952632,Chandni Chowk,28.6562,77.23,135,135,71,15.3,9.9,8.8,0,30.01,51,2.57
2026-05-10 19:51:07.589890,Dwarka,28.5921,77.046,151,151,99,21,14.7,5.1,0,30.1,51,2.57
2026-05-10 19:51:08.221113,Saket,28.5245,77.2066,132,132,89,18.8,12.1,6.7,0,29.98,51,2.57
2026-05-10 19:51:08.857253,Rohini,28.736,77.12,151,151,94,11.9,10.3,4.2,0,30.06,51,2.57
2026-05-10 19:51:09.493705,Lajpat Nagar,28.5672,77.2433,157,157,113,26.8,12.4,4.1,0,30.08,51,2.57
2026-05-10 19:51:10.123585,Mayur Vihar,28.6034,77.29,129,129,87,7.5,14.2,5.4,0,30.14,51,2.57
2026-05-10 19:51:10.761509,Vasant Kunj,28.527,77.15,132,132,89,18.8,12.1,6.7,0,29.72,51,2.57
2026-05-10 19:51:11.395132,Delhi University,28.6863,77.209,144,144,84,8.5,14.3,7.5,0,30.07,51,2.57
2026-05-10 20:35:48.915643,Connaught Place,28.6315,77.2167,172,172,104,1,12.3,8.2,0,29.06,54,2.57
2026-05-10 20:35:49.595763,Karol Bagh,28.6517,77.1907,172,172,104,1,12.3,8.2,0,28.97,54,2.57
2026-05-10 20:35:50.285098,Chandni Chowk,28.6562,77.23,134,134,70,14.2,9.6,8.1,0,29.01,54,2.57
2026-05-10 20:35:50.963242,Dwarka,28.5921,77.046,151,151,99,21,14.7,5.1,0,29.1,54,2.57
2026-05-10 20:35:51.650525,Saket,28.5245,77.2066,132,132,89,18.8,12.1,6.7,0,28.98,54,2.57
2026-05-10 20:35:52.334397,Rohini,28.736,77.12,151,151,94,11.9,10.3,4.2,0,29.06,54,2.57
2026-05-10 20:35:53.016468,Lajpat Nagar,28.5672,77.2433,163,163,97,22.6,12.8,3.9,0,29.08,54,2.57
2026-05-10 20:35:53.691849,Mayur Vihar,28.6034,77.29,154,154,81,9.5,13.1,5.2,0,29.14,54,2.57
2026-05-10 20:35:54.377400,Vasant Kunj,28.527,77.15,132,132,89,18.8,12.1,6.7,0,28.72,54,2.57
2026-05-10 20:35:55.048508,Delhi University,28.6863,77.209,144,144,84,8.5,14.3,7.5,0,29.07,54,2.57
2026-05-10 21:37:02.421073,Connaught Place,28.6315,77.2167,171,171,104,1.7,10.5,10.8,0,29.06,54,3.09
2026-05-10 21:37:03.055224,Karol Bagh,28.6517,77.1907,171,171,104,1.7,10.5,10.8,0,28.97,54,3.09
2026-05-10 21:37:03.688529,Chandni Chowk,28.6562,77.23,139,139,71,16.7,9.2,7.5,0,29.01,54,3.09
2026-05-10 21:37:04.324982,Dwarka,28.5921,77.046,124,124,69,17.5,16.3,2.8,0,29.1,54,3.09
2026-05-10 21:37:04.960916,Saket,28.5245,77.2066,158,158,81,14.1,12.5,8.9,0,28.98,54,3.09
2026-05-10 21:37:05.596550,Rohini,28.736,77.12,122,122,85,12.3,9.7,3.5,0,29.06,54,3.09
2026-05-10 21:37:06.236222,Lajpat Nagar,28.5672,77.2433,95,95,89,17.6,14.7,3.3,0,29.08,54,3.09
2026-05-10 21:37:06.873650,Mayur Vihar,28.6034,77.29,114,114,79,7.4,13.4,5.3,0,29.14,54,3.09
2026-05-10 21:37:07.513495,Vasant Kunj,28.527,77.15,158,158,81,14.1,12.5,8.9,0,28.72,54,3.09
2026-05-10 21:37:08.152356,Delhi University,28.6863,77.209,129,129,72,11,12.6,3.1,0,29.07,54,3.09
2026-05-10 22:34:45.654999,Connaught Place,28.6315,77.2167,169,169,97,1.3,10.8,11,0,29.06,54,4.12
2026-05-10 22:34:46.339582,Karol Bagh,28.6517,77.1907,169,169,97,1.3,10.8,11,0,28.97,54,4.12
2026-05-10 22:34:47.021230,Chandni Chowk,28.6562,77.23,130,130,67,17.8,9,7.6,0,29.01,54,4.12
2026-05-10 22:34:47.693323,Dwarka,28.5921,77.046,124,124,70,22.2,14,3.6,0,29.1,54,4.12
2026-05-10 22:34:48.372177,Saket,28.5245,77.2066,142,142,75,13.5,13.1,7.5,0,28.98,54,4.12
2026-05-10 22:34:49.043377,Rohini,28.736,77.12,125,125,85,10.9,10.5,3.3,0,29.06,54,4.12
2026-05-10 22:34:49.720237,Lajpat Nagar,28.5672,77.2433,139,139,85,20.9,14.5,3.5,0,29.08,54,4.12
2026-05-10 22:34:50.407256,Mayur Vihar,28.6034,77.29,122,122,76,5.1,13.8,5.4,0,29.14,54,4.12
2026-05-10 22:34:51.092596,Vasant Kunj,28.527,77.15,142,142,75,13.5,13.1,7.5,0,28.72,54,4.12
2026-05-10 22:34:51.763398,Delhi University,28.6863,77.209,127,127,70,7.5,13.5,5,0,29.07,54,4.12
2026-05-10 23:39:14.778029,Connaught Place,28.6315,77.2167,163,163,93,0.4,12,12.1,0,28.06,57,3.6
2026-05-10 23:39:15.496570,Karol Bagh,28.6517,77.1907,163,163,93,0.4,12,12.1,0,27.97,57,3.6
2026-05-10 23:39:16.166699,Chandni Chowk,28.6562,77.23,120,120,62,11.9,10.4,7.6,0,28.01,57,3.6
2026-05-10 23:39:16.888277,Dwarka,28.5921,77.046,124,124,73,12.8,15.5,4.6,0,28.1,57,3.6
2026-05-10 23:39:17.555631,Saket,28.5245,77.2066,139,139,71,12.3,13,7.4,0,27.98,57,3.6
2026-05-10 23:39:18.252253,Rohini,28.736,77.12,137,137,76,10.6,10.5,3.3,0,28.06,57,3.6
2026-05-10 23:39:18.943879,Lajpat Nagar,28.5672,77.2433,151,151,85,20.7,13.4,3.9,0,28.08,57,3.6
2026-05-10 23:39:19.637815,Mayur Vihar,28.6034,77.29,122,122,73,6.4,13.3,5.6,0,28.14,57,3.6
2026-05-10 23:39:20.325045,Vasant Kunj,28.527,77.15,139,139,71,12.3,13,7.4,0,27.72,57,3.6
2026-05-10 23:39:21.010209,Delhi University,28.6863,77.209,124,124,69,11.2,11.1,4.7,0,28.07,57,3.6
2026-05-11 01:54:01.658051,Connaught Place,28.6315,77.2167,172,172,99,0.6,8,14.3,0,28.06,57,4.12
2026-05-11 01:54:02.339553,Karol Bagh,28.6517,77.1907,172,172,99,0.6,8,14.3,0,27.97,57,4.12
2026-05-11 01:54:03.075804,Chandni Chowk,28.6562,77.23,155,155,78,21.5,8.7,6.3,0,28.01,57,4.12
2026-05-11 01:54:03.801203,Dwarka,28.5921,77.046,144,144,84,31.3,10.6,5.1,0,28.08,57,4.12
2026-05-11 01:54:04.536524,Saket,28.5245,77.2066,151,151,71,15.7,6.3,6.6,0,27.98,57,4.12
2026-05-11 01:54:05.232905,Rohini,28.736,77.12,137,137,76,10.6,10.5,3.3,0,28.06,57,4.12
2026-05-11 01:54:05.920248,Lajpat Nagar,28.5672,77.2433,109,109,93,22.8,10,3,0,28.09,57,4.12
2026-05-11 01:54:06.617443,Mayur Vihar,28.6034,77.29,154,154,101,12.2,8.9,6.5,0,28.14,57,4.12
2026-05-11 01:54:07.349946,Vasant Kunj,28.527,77.15,151,151,71,15.7,6.3,6.6,0,27.72,57,4.12
2026-05-11 01:54:08.023986,Delhi University,28.6863,77.209,151,151,80,15.6,8.4,6.5,0,28.07,57,4.12
2026-05-11 05:48:28.984194,Connaught Place,28.6315,77.2167,174,174,114,0.4,17.1,13.9,0,32.06,45,1.54
2026-05-11 05:48:29.528308,Karol Bagh,28.6517,77.1907,174,174,114,0.4,17.1,13.9,0,31.97,45,1.54
2026-05-11 05:48:30.054239,Chandni Chowk,28.6562,77.23,152,152,76,18.6,12.3,9.9,0,32.01,45,1.54
2026-05-11 05:48:30.596568,Dwarka,28.5921,77.046,139,139,108,19.7,21.6,4,0,32.1,45,1.54
2026-05-11 05:48:31.125207,Saket,28.5245,77.2066,144,144,79,4.6,23,11.6,0,31.98,45,1.54
2026-05-11 05:48:31.668799,Rohini,28.736,77.12,139,139,101,5.4,14.8,7.9,0,32.06,45,1.54
2026-05-11 05:48:32.199187,Lajpat Nagar,28.5672,77.2433,154,154,93,15.3,21.9,6.7,0,32.08,45,1.54
2026-05-11 05:48:32.727011,Mayur Vihar,28.6034,77.29,129,129,98,4.7,20.1,10.2,0,32.14,45,1.54
2026-05-11 05:48:33.267002,Vasant Kunj,28.527,77.15,144,144,79,4.6,23,11.6,0,31.72,45,1.54
2026-05-11 05:48:33.799213,Delhi University,28.6863,77.209,152,152,86,4.7,19.2,11,0,32.07,45,1.54
2026-05-11 08:54:28.506616,Connaught Place,28.6315,77.2167,168,168,110,1,20.4,8.1,0,35.06,38,3.6
2026-05-11 08:54:29.156915,Karol Bagh,28.6517,77.1907,168,168,110,1,20.4,8.1,0,34.97,38,3.6
2026-05-11 08:54:29.796599,Chandni Chowk,28.6562,77.23,151,151,81,24.7,18.8,14.9,0,35.01,38,3.6
2026-05-11 08:54:30.469319,Dwarka,28.5921,77.046,127,127,107,8.7,26.2,4.2,0,35.1,38,3.6
2026-05-11 08:54:31.108331,Saket,28.5245,77.2066,132,132,79,6.1,25.7,7.9,0,34.98,38,3.6
2026-05-11 08:54:31.755676,Rohini,28.736,77.12,138,138,100,9.6,8.8,8.5,0,35.06,38,3.6
2026-05-11 08:54:32.396832,Lajpat Nagar,28.5672,77.2433,124,124,94,14.8,26.6,3.6,0,35.08,38,3.6
2026-05-11 08:54:33.052044,Mayur Vihar,28.6034,77.29,151,151,104,2.9,26,7.4,0,35.14,38,3.6
2026-05-11 08:54:33.692275,Vasant Kunj,28.527,77.15,132,132,79,6.1,25.7,7.9,0,34.72,38,3.6
2026-05-11 08:54:34.363140,Delhi University,28.6863,77.209,132,132,91,6.2,26.6,9.3,0,35.07,38,3.6
2026-05-11 11:55:28.430689,Connaught Place,28.6315,77.2167,177,177,124,0.3,26.2,5.8,0,36.06,36,2.06
2026-05-11 11:55:29.132136,Karol Bagh,28.6517,77.1907,177,177,124,0.3,26.2,5.8,0,35.97,36,2.06
2026-05-11 11:55:29.855010,Chandni Chowk,28.6562,77.23,137,137,74,29,24.4,16.8,0,36.01,36,2.06
2026-05-11 11:55:30.546342,Dwarka,28.5921,77.046,152,152,107,10.9,31,4,0,36.1,36,2.06
2026-05-11 11:55:31.246818,Saket,28.5245,77.2066,151,151,85,5.6,32.2,7.6,0,35.98,36,2.06
2026-05-11 11:55:31.958780,Rohini,28.736,77.12,152,152,113,7.5,17,4.5,0,36.06,36,2.06
2026-05-11 11:55:32.643942,Lajpat Nagar,28.5672,77.2433,132,132,88,16.7,27.3,5.4,0,36.08,36,2.06
2026-05-11 11:55:33.319083,Mayur Vihar,28.6034,77.29,117,117,89,2.5,28,6.9,0,36.14,36,2.06
2026-05-11 11:55:34.000451,Vasant Kunj,28.527,77.15,151,151,85,5.6,32.2,7.6,0,35.72,36,2.06
2026-05-11 11:55:34.707686,Delhi University,28.6863,77.209,152,152,99,7.5,30.7,6.8,0,36.07,36,2.06
2026-05-11 14:18:49.536122,Connaught Place,28.6315,77.2167,175,175,123,1.6,23.7,3.5,0,34.06,40,2.57
2026-05-11 14:18:50.085394,Karol Bagh,28.6517,77.1907,175,175,123,1.6,23.7,3.5,0,33.97,40,2.57
2026-05-11 14:18:50.628400,Chandni Chowk,28.6562,77.23,151,151,79,19.4,18.6,16.9,0,34.01,40,2.57
2026-05-11 14:18:51.170086,Dwarka,28.5921,77.046,151,151,96,28.5,26.3,3.3,0,34.1,40,2.57
2026-05-11 14:18:51.695416,Saket,28.5245,77.2066,151,151,93,15.3,15.6,7.5,0,33.98,40,2.57
2026-05-11 14:18:52.227457,Rohini,28.736,77.12,154,154,113,14.5,14.1,4.5,0,34.06,40,2.57
2026-05-11 14:18:52.760009,Lajpat Nagar,28.5672,77.2433,99,99,95,17.7,22.6,4.5,0,34.08,40,2.57
2026-05-11 14:18:53.302945,Mayur Vihar,28.6034,77.29,139,139,117,8,27.5,6.6,0,34.14,40,2.57
2026-05-11 14:18:53.845833,Vasant Kunj,28.527,77.15,151,151,93,15.3,15.6,7.5,0,33.72,40,2.57
2026-05-11 14:18:54.384307,Delhi University,28.6863,77.209,156,156,102,12,27.3,6.7,0,34.07,40,2.57
2026-05-11 17:16:13.260458,Connaught Place,28.6315,77.2167,185,185,137,4.2,4.1,4.7,0,32.06,45,4.12
2026-05-11 17:16:14.010488,Karol Bagh,28.6517,77.1907,185,185,137,4.2,4.1,4.7,0,31.97,45,4.12
2026-05-11 17:16:14.698155,Chandni Chowk,28.6562,77.23,172,172,126,16.3,9,9.7,0,32.01,45,4.12
2026-05-11 17:16:15.403207,Dwarka,28.5921,77.046,218,167,218,66.4,7.6,5,0,32.1,45,4.12
2026-05-11 17:16:16.093922,Saket,28.5245,77.2066,158,158,117,40.7,0.9,6,0,31.98,45,4.12
2026-05-11 17:16:16.811806,Rohini,28.736,77.12,285,187,285,26.8,4.4,6,0,32.06,45,4.12
2026-05-11 17:16:17.563642,Lajpat Nagar,28.5672,77.2433,209,205,209,40.3,2.9,4.1,0,32.08,45,4.12
2026-05-11 17:16:18.269215,Mayur Vihar,28.6034,77.29,170,170,162,32.3,8,10.4,0,32.14,45,4.12
2026-05-11 17:16:18.953805,Vasant Kunj,28.527,77.15,158,158,117,40.7,0.9,6,0,31.72,45,4.12
2026-05-11 17:16:19.638781,Delhi University,28.6863,77.209,177,177,156,27.6,9.6,13.2,0,32.07,45,4.12
2026-05-11 19:24:19.479356,Connaught Place,28.6315,77.2167,203,203,160,4.4,7.1,1.3,0,30.06,54,3.09
2026-05-11 19:24:20.156172,Karol Bagh,28.6517,77.1907,203,203,160,4.4,7.1,1.3,0,29.97,54,3.09
2026-05-11 19:24:20.840117,Chandni Chowk,28.6562,77.23,168,168,113,11,8.9,9,0,30.01,54,3.09
2026-05-11 19:24:21.522921,Dwarka,28.5921,77.046,171,168,171,35.2,12.9,5.3,0,30.1,54,3.09
2026-05-11 19:24:22.198527,Saket,28.5245,77.2066,169,169,135,19.5,13,6.8,0,29.98,54,3.09
2026-05-11 19:24:22.875047,Rohini,28.736,77.12,206,193,206,23.5,1.5,7.1,0,30.06,54,3.09
2026-05-11 19:24:23.560652,Lajpat Nagar,28.5672,77.2433,183,168,183,38.4,5.2,3,0,30.08,54,3.09
2026-05-11 19:24:24.252390,Mayur Vihar,28.6034,77.29,162,162,143,20.8,8.6,7.3,0,30.14,54,3.09
2026-05-11 19:24:24.935709,Vasant Kunj,28.527,77.15,169,169,135,19.5,13,6.8,0,29.72,54,3.09
2026-05-11 19:24:25.606627,Delhi University,28.6863,77.209,177,177,154,28.2,6.6,11.1,0,30.07,54,3.09
2026-05-11 21:08:22.299651,Connaught Place,28.6315,77.2167,200,200,139,7.1,0.7,3.1,0,29.06,58,3.09
2026-05-11 21:08:23.042045,Karol Bagh,28.6517,77.1907,200,200,139,7.1,0.7,3.1,0,28.97,58,3.09
2026-05-11 21:08:23.708381,Chandni Chowk,28.6562,77.23,161,161,96,17.4,8.8,7,0,29.01,58,3.09
2026-05-11 21:08:24.395478,Dwarka,28.5921,77.046,158,158,116,16.7,16.6,7.5,0,29.1,58,3.09
2026-05-11 21:08:25.077886,Saket,28.5245,77.2066,159,159,94,15.1,7.7,6.5,0,28.98,58,3.09
2026-05-11 21:08:25.807145,Rohini,28.736,77.12,175,175,150,21.5,2.6,3.7,0,29.06,58,3.09
2026-05-11 21:08:26.501317,Lajpat Nagar,28.5672,77.2433,181,181,117,25.4,11.5,1.6,0,29.08,58,3.09
2026-05-11 21:08:27.189593,Mayur Vihar,28.6034,77.29,163,163,117,10.8,12.6,5.9,0,29.14,58,3.09
2026-05-11 21:08:27.868598,Vasant Kunj,28.527,77.15,159,159,94,15.1,7.7,6.5,0,28.72,58,3.09
2026-05-11 21:08:28.562472,Delhi University,28.6863,77.209,168,168,126,21.1,9.4,8.8,0,29.07,58,3.09
2026-05-11 22:43:56.270800,Connaught Place,28.6315,77.2167,186,186,143,4.9,3.8,4.6,0,29.06,58,2.06
2026-05-11 22:43:56.892807,Karol Bagh,28.6517,77.1907,186,186,143,4.9,3.8,4.6,0,28.97,58,2.06
2026-05-11 22:43:57.484260,Chandni Chowk,28.6562,77.23,160,160,109,18.9,8.4,7.2,0,29.01,58,2.06
2026-05-11 22:43:58.068164,Dwarka,28.5921,77.046,154,154,103,17,15.7,7,0,29.1,58,2.06
2026-05-11 22:43:58.660733,Saket,28.5245,77.2066,158,158,90,11,9.4,6.7,0,28.98,58,2.06
2026-05-11 22:43:59.263412,Rohini,28.736,77.12,166,166,108,12.6,5.5,3.6,0,29.06,58,2.06
2026-05-11 22:43:59.880679,Lajpat Nagar,28.5672,77.2433,154,154,110,24.3,11.8,4.1,0,29.08,58,2.06
2026-05-11 22:44:00.481330,Mayur Vihar,28.6034,77.29,154,154,95,5.7,12.4,5.6,0,29.14,58,2.06
2026-05-11 22:44:01.075833,Vasant Kunj,28.527,77.15,158,158,90,11,9.4,6.7,0,28.72,58,2.06
2026-05-11 22:44:01.677231,Delhi University,28.6863,77.209,162,162,99,11.2,11.6,6.8,0,29.07,58,2.06
2026-05-11 23:44:58.080387,Connaught Place,28.6315,77.2167,185,185,129,4.8,2.6,4.6,0,28.06,61,3.6
2026-05-11 23:44:58.690122,Karol Bagh,28.6517,77.1907,185,185,129,4.8,2.6,4.6,0,27.97,61,3.6
2026-05-11 23:44:59.289866,Chandni Chowk,28.6562,77.23,159,159,103,18.4,8.5,7.2,0,28.01,61,3.6
2026-05-11 23:44:59.892646,Dwarka,28.5921,77.046,162,162,107,17.1,15.7,7.4,0,28.1,61,3.6
2026-05-11 23:45:00.492719,Saket,28.5245,77.2066,158,158,85,11,7.3,5.8,0,27.98,61,3.6
2026-05-11 23:45:01.103246,Rohini,28.736,77.12,157,157,99,14.2,4.5,3,0,28.06,61,3.6
2026-05-11 23:45:01.701356,Lajpat Nagar,28.5672,77.2433,161,161,104,23.2,11.6,5,0,28.08,61,3.6
2026-05-11 23:45:02.310656,Mayur Vihar,28.6034,77.29,153,153,86,11,10.4,4.8,0,28.14,61,3.6
2026-05-11 23:45:02.918083,Vasant Kunj,28.527,77.15,158,158,85,11,7.3,5.8,0,27.72,61,3.6
2026-05-11 23:45:03.527534,Delhi University,28.6863,77.209,152,152,95,9.8,12.2,6.9,0,28.07,61,3.6
2026-05-12 01:49:47.452227,Connaught Place,28.6315,77.2167,188,188,137,4.5,0.1,4.6,0,28.06,61,4.12
2026-05-12 01:49:48.009337,Karol Bagh,28.6517,77.1907,188,188,137,4.5,0.1,4.6,0,27.97,61,4.12
2026-05-12 01:49:48.561881,Chandni Chowk,28.6562,77.23,157,157,87,22.9,8.5,10.6,0,28.01,61,4.12
2026-05-12 01:49:49.108402,Dwarka,28.5921,77.046,159,159,104,27.9,13,9,0,28.1,61,4.12
2026-05-12 01:49:49.658273,Saket,28.5245,77.2066,156,156,81,15.2,7.9,6.8,0,27.98,61,4.12
2026-05-12 01:49:50.211919,Rohini,28.736,77.12,158,158,112,13.7,4.9,3.1,0,28.06,61,4.12
2026-05-12 01:49:50.759583,Lajpat Nagar,28.5672,77.2433,152,152,116,24,9,4.6,0,28.08,61,4.12
2026-05-12 01:49:51.309827,Mayur Vihar,28.6034,77.29,158,158,102,8.5,10.2,5.1,0,28.14,61,4.12
2026-05-12 01:49:51.858448,Vasant Kunj,28.527,77.15,156,156,81,15.2,7.9,6.8,0,27.72,61,4.12
2026-05-12 01:49:52.424297,Delhi University,28.6863,77.209,153,153,93,18.8,9.5,7.1,0,28.07,61,4.12
2026-05-12 05:29:15.930721,Connaught Place,28.6315,77.2167,188,188,137,4.5,0.1,4.6,0,34.06,40,6.17
2026-05-12 05:29:16.559550,Karol Bagh,28.6517,77.1907,188,188,137,4.5,0.1,4.6,0,33.97,40,6.17
2026-05-12 05:29:17.217187,Chandni Chowk,28.6562,77.23,160,160,101,24.3,10.1,17.7,0,34.01,40,6.17
2026-05-12 05:29:17.878879,Dwarka,28.5921,77.046,157,156,157,13.1,22.5,8.3,0,34.1,40,6.17
2026-05-12 05:29:18.542689,Saket,28.5245,77.2066,159,159,109,8.1,22.2,10.4,0,33.98,40,6.17
2026-05-12 05:29:19.201797,Rohini,28.736,77.12,156,156,136,11.3,8.3,3.8,0,34.06,40,6.17
2026-05-12 05:29:19.846807,Lajpat Nagar,28.5672,77.2433,158,158,119,19.7,21,7.6,0,34.08,40,6.17
2026-05-12 05:29:20.507646,Mayur Vihar,28.6034,77.29,156,156,112,4.6,16.5,8.4,0,34.14,40,6.17
2026-05-12 05:29:21.168759,Vasant Kunj,28.527,77.15,159,159,109,8.1,22.2,10.4,0,33.72,40,6.17
2026-05-12 05:29:21.844266,Delhi University,28.6863,77.209,158,158,113,8.3,18.7,8.9,0,34.07,40,6.17
2026-05-12 08:19:46.091532,Connaught Place,28.6315,77.2167,162,162,112,5.9,13,54.8,0,37.06,32,4.12
2026-05-12 08:19:46.762690,Karol Bagh,28.6517,77.1907,162,162,112,5.9,13,54.8,0,36.97,32,4.12
2026-05-12 08:19:47.452587,Chandni Chowk,28.6562,77.23,152,152,94,17.5,17.3,16.5,0,37.01,32,4.12
2026-05-12 08:19:48.142338,Dwarka,28.5921,77.046,151,151,120,9.6,28.6,8.9,0,37.1,32,4.12
2026-05-12 08:19:48.823847,Saket,28.5245,77.2066,144,144,104,6.5,26.7,10.4,0,36.98,32,4.12
2026-05-12 08:19:49.544620,Rohini,28.736,77.12,186,154,186,8.5,12.6,5.1,0,37.06,32,4.12
2026-05-12 08:19:50.213549,Lajpat Nagar,28.5672,77.2433,155,155,142,18.5,25.3,5,0,37.08,32,4.12
2026-05-12 08:19:50.898722,Mayur Vihar,28.6034,77.29,139,139,112,4.4,23.1,7.3,0,37.14,32,4.12
2026-05-12 08:19:51.603102,Vasant Kunj,28.527,77.15,144,144,104,6.5,26.7,10.4,0,36.72,32,4.12
2026-05-12 08:19:52.286369,Delhi University,28.6863,77.209,153,153,118,6.1,22.9,7.7,0,37.07,32,4.12
2026-05-12 11:10:33.049056,Connaught Place,28.6315,77.2167,178,178,159,0.1,20.4,57.9,0,36.06,41,5.14
2026-05-12 11:10:33.655968,Karol Bagh,28.6517,77.1907,178,178,159,0.1,20.4,57.9,0,35.97,41,5.14
2026-05-12 11:10:34.355872,Chandni Chowk,28.6562,77.23,153,153,92,11.6,21.4,15.8,0,36.01,41,5.14
2026-05-12 11:10:34.968352,Dwarka,28.5921,77.046,177,158,177,9.3,29,8.5,0,36.1,41,5.14
2026-05-12 11:10:35.575451,Saket,28.5245,77.2066,155,155,133,9,27,10.8,0,35.98,41,5.14
2026-05-12 11:10:36.204416,Rohini,28.736,77.12,184,158,184,5.9,12.5,4.2,0,36.06,41,5.14
2026-05-12 11:10:36.914873,Lajpat Nagar,28.5672,77.2433,151,151,129,19.1,25.8,5.2,0,36.08,41,5.14
2026-05-12 11:10:37.590295,Mayur Vihar,28.6034,77.29,157,157,141,4.2,25,5.1,0,36.14,41,5.14
2026-05-12 11:10:38.186983,Vasant Kunj,28.527,77.15,155,155,133,9,27,10.8,0,35.72,41,5.14
2026-05-12 11:10:38.830791,Delhi University,28.6863,77.209,157,157,140,6.3,24,8.3,0,36.07,41,5.14
2026-05-12 13:48:01.666576,Connaught Place,28.6315,77.2167,170,170,126,0.7,17.1,17.8,0,34.06,43,4.12
2026-05-12 13:48:02.409038,Karol Bagh,28.6517,77.1907,170,170,126,0.7,17.1,17.8,0,33.97,43,4.12
2026-05-12 13:48:03.113159,Chandni Chowk,28.6562,77.23,153,153,92,11.6,21.4,15.8,0,34.01,43,4.12
2026-05-12 13:48:18.347329,Dwarka,28.5921,77.046,137,137,119,19.8,24.1,7.9,0,34.1,43,4.12
2026-05-12 13:48:47.665182,Saket,28.5245,77.2066,132,132,104,12.2,23.5,9.6,0,33.98,43,4.12
2026-05-12 13:48:48.370483,Rohini,28.736,77.12,154,154,124,11.6,12.5,4,0,34.06,43,4.12
2026-05-12 13:48:49.108498,Lajpat Nagar,28.5672,77.2433,125,91,125,20.1,21.5,3.8,0,34.08,43,4.12
2026-05-12 13:48:49.815925,Mayur Vihar,28.6034,77.29,142,142,131,7,21.3,4.2,0,34.14,43,4.12
2026-05-12 13:48:50.519498,Vasant Kunj,28.527,77.15,132,132,104,12.2,23.5,9.6,0,33.72,43,4.12
2026-05-12 13:48:51.249600,Delhi University,28.6863,77.209,143,143,109,10,18.7,8.9,0,34.07,43,4.12
2026-05-12 16:11:38.193133,Connaught Place,28.6315,77.2167,174,174,128,0.7,11.3,30.6,0,32.06,51,3.09
2026-05-12 16:11:38.708679,Karol Bagh,28.6517,77.1907,174,174,128,0.7,11.3,30.6,0,31.97,51,3.09
2026-05-12 16:11:39.202490,Chandni Chowk,28.6562,77.23,153,153,92,11.6,21.4,15.8,0,32.01,51,3.09
2026-05-12 16:11:39.712604,Dwarka,28.5921,77.046,152,152,122,36.1,13.4,8.1,0,32.1,51,3.09
2026-05-12 16:11:40.208503,Saket,28.5245,77.2066,151,151,106,16.4,13.5,8,0,31.98,51,3.09
2026-05-12 16:11:40.708574,Rohini,28.736,77.12,155,155,132,24,12.5,8,0,32.06,51,3.09
2026-05-12 16:11:41.207031,Lajpat Nagar,28.5672,77.2433,137,137,106,20.7,15,3.4,0,32.08,51,3.09
2026-05-12 16:11:41.720431,Mayur Vihar,28.6034,77.29,154,142,154,15.3,12.4,10.3,0,32.14,51,3.09
2026-05-12 16:11:42.217370,Vasant Kunj,28.527,77.15,151,151,106,16.4,13.5,8,0,31.72,51,3.09
2026-05-12 16:11:42.719509,Delhi University,28.6863,77.209,149,149,110,19,8.9,18.4,0,32.07,51,3.09
2026-05-12 18:29:09.288682,Connaught Place,28.6315,77.2167,167,167,105,0.7,10.4,36.5,0,30.01,51,5.14
2026-05-12 18:29:09.936455,Karol Bagh,28.6517,77.1907,167,167,105,0.7,10.4,36.5,0,29.97,51,5.14
2026-05-12 18:29:10.574932,Chandni Chowk,28.6562,77.23,133,133,72,12.9,8.8,8.8,0,30.06,51,5.14
2026-05-12 18:29:11.239649,Dwarka,28.5921,77.046,129,129,106,27.1,12.6,8.9,0,30.1,51,5.14
2026-05-12 18:29:11.902673,Saket,28.5245,77.2066,144,144,90,15.6,11.8,6.8,0,29.98,51,5.14
2026-05-12 18:29:12.574157,Rohini,28.736,77.12,160,160,134,14.8,12.5,4.9,0,30.06,51,5.14
